data__id,data__lang,data__text,Topic,Stance
1349221978746597379,en,"@bryanbehar ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349221976540213248,en,Sponsors of the Pre-Attack Rally Have Taken Down Their Websites. Don’t Forget Who They Were.\nHere are the organizers of the event that led to the assault on the Capitol. https://t.co/oAZyKdyCxA,1,FAVOR
1349221972983611392,en,"@GeraldoRivera @LizCheney There were over 1.2 million Trump supporters in DC on Jan 6th &amp; there has been over 15 million more at Trump rallies-no problems &amp; the DOJ is Pursuing at Least 170 Suspects in Capitol Attack. There were 1,000's of Antifa &amp; BLM arrested, 59 cops murdered, $bill in damage, NO FBI!",1,AGAINST
1349221972450947074,en,"‘They Surrounded Me, Yanked My Arms Back, Handcuffed Me’ #SmartNews  https://t.co/N2gqheCqpU",1,AGAINST
1349221971498831874,en,The Capitol was attacked by @TuckerCarlson wants to talk about Parler being banned #Priorities,1,AGAINST
1349221970148159488,en,More Americans have died in the attack on Capitol Hill from Trump incited mob than in the terrorist attack in Benghazi. @FoxNews @BillOReilly @seanhannity @IngrahamAngle Where is the outrage?,1,AGAINST
1349221967778476033,en,The author can't reconcile her experience with security at the Capitol with the treatment that rioting Trump supporters received last week. https://t.co/d9p5s69nBU via @HuffPost,1,AGAINST
1349222378514083840,en,Parler Users Video GPS Data Shows Involvement in Capitol Attack https://t.co/1vaMsGws3z,2,AGAINST
1349222375208972289,en,"@aslajoie @BGPolitics Well, the capitol was stormed by a bunch of white supremacists and kneeling is tied to social justice for black people. I’m weeping for KY now that we know what a racist this guy is.",4,AGAINST
1349222373569032192,en,"@Jayhawkj0106 @Skylar1k @jordanbpeterson Guilt?\n\n""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard.""\n-Trump",0,FAVOR
1349222372390424577,en,"@DemocracyStorm @NickKnudsenUS Is that the maga that had an onion in a towel? No way was she maced, her face is white on white...mace makes your skin turn red and she's not even coughing. Oddly though she did admit to breaching the Capitol building....",1,FAVOR
1349222371417210880,en,"@VulpineNews @EastHillRoad @mikepompeo @HSoriento Trump, 1/6:  “We have come to demand that Congress do the right thing and only count the electors who have been lawfully slated, lawfully slated. I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard.”",0,FAVOR
1349222370050002944,en,@BreeNewsome Ridiculous. They marched a CONFEDERATE flag throughout the Capitol! That perfectly symbolized what the insurrection was about.,1,AGAINST
1349222368993038337,en,"@pidgeonsmith ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349222363087343616,en,"#GOP — defenders of selfishness, hubris and cultural insanity  https://t.co/WwptZammJM",1,AGAINST
1349222357286735874,en,@mtgreenee Lol wtf? You literally live in an alternate reality. You really think that the rioters storming the capitol because they falsely believe that there was widespread election fraud had nothing to do with yours and other republicans rhetoric? Trump literally gave the command btw.,1,FAVOR
1349222356846313472,en,@Armybratme Little do these idiots realize... A 1967 regulation exempts members of Congress from a federal law banning firearms on the Capitol grounds. ??,1,AGAINST
1349222354480623616,en,@laurenboebert So you didn’t want to obey to walk through a metal detector and cooperate with law enforcement? Even after the security breach of the Capitol last week? You are truly a terrible person.,1,AGAINST
1349222349199953921,en,House Republican freshman divided over Capitol siege https://t.co/MbgKrPG7Fu,1,AGAINST
1349222349032349696,en,Watch “24 Hours: Assault on the Capitol” on @hulu \nBut only if you wanna be righteously ticked off. \n#ImpeachTrumpAgainNOW,1,FAVOR
1349222346603651076,en,"@kylenabecker The FBI has info there was going to be an attack - they didn’t act, the Capitol Police Chief asked for the National guard - they told him no, Capitol Police let many in the building without a fight. \n\nIf it smells like a set up, it’s probably a set up.",3,FAVOR
1349222344305356800,en,"@BostonGlobe ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349222343210528768,en,@BewitchingTales @StevenBeschloss I think there are several MAGA cult members working in the Capitol Police force. They need to put Secret Service in there right now.,3,FAVOR
1349222342900137985,en,FBI Received Intelligence About Potential for Violence Before US Capitol Breach https://t.co/ZUMTJSbCEe\n \nDownload our app to read more at https://t.co/n5yB4QTDdi,1,FAVOR
1349222341017018373,en,"It’s like they were all on a cliff for the last 4 years, edging closer &amp; closer to the death of democracy............ Then the capitol invasion happens, which you would think would do them in......... Turns out, there is no cliff, they’ve all been dead inside the whole time......",1,FAVOR
1349222338194141184,en,@SenatorTimScott If you were truly saddened by the attack on the capitol; you would vote to convict Trump for inciting the violence that KILLED this officer!! Your words don’t deserve air!!!,1,AGAINST
1349222336210169856,en,"@Jim_Jordan ??BREAKING: Rep. Mikie Sherrill (D-NJ), Navy veteran, Annapolis grad sits on the House Armed Svcs Committee, said she saw fellow members of Congress ""who had groups coming through the Capitol on Jan. 5, on a reconnaissance for the next day.""\n^^^^^^^^ Were you were of them Gym?",4,FAVOR
1349222335820279808,en,@GOPluym @EllenAsleson @CortesSteve Probably got that idea from the crowd chanting “Hang Mike Pence” as they entered the capitol building.\n\nWhere in the constitution does it give any deference to the Vice President when counting electoral votes?,1,AGAINST
1349222335509786629,en,"@Ouyevolitub @BigAssTractors @anon_persistent @charini @jordanbpeterson Right, and did they? Is that the same as our national capitol? Did they murder any cops?",1,AGAINST
1349222334893273088,en,It wouldnt matter IF she did anything wrong. Shes a woman and she attrative. Privileges for men??? not in court and certainly not in society's eyes. If a house is on fire..who gets saved first? WOMEN and CHILDREN.. So average and poor men have is worse\nhttps://t.co/3kwmGRTF03,1,FAVOR
1349222331617583106,en,@RepGosar You should be more concerned with your own self. You were ratted out as being complicit in the sedition that took place in the Capitol last Wednesday. Pity that you will now be looking over your shoulder for the FBI...not.,1,FAVOR
1349222329516228608,en,@ThomasSowell @DonaldJTrumpJr I think the difference was that the people who rioted this summer did not attack the capitol . It is sad that people like you are brainwashed . according to you two wrongs make a right . Sorry POS,1,FAVOR
1349222329264443395,en,@RepSpeier Pipe bombs? Assault rifles? Or just a glock or two? Leave 'em behind next time their rabid insurrectionists try to attack the Capitol. They obviously think they can fend for themselves.,1,FAVOR
1349222328404746241,en,@JDMossman @evanchill And he knows everyone that was at the attack on the Capitol?,2,AGAINST
1349222327293239296,en,"@cove19818289 @ventlife @TheRealKnaus @NBCNews ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349222326936563712,en,@FOX5Vegas “Accusation of inciting an effort to overthrow the government “ ????????this is sooo laughable.  What we all watched happen at the Capitol was a staged circus show.,1,AGAINST
1349222324248182784,en,"If you immigrate to the US you need to tick a box saying you weren't a member of the Nazi Party during WW2. \n\nIt's been 75 years! They are all dead. And that box is still there.\n\nSo, please cool it on the healing requests on the Capitol breach. It was literally last week.",1,FAVOR
1349222324147519489,en,Pentagon to Arm National Guard Troops Deploying to Capitol for Inauguration https://t.co/lHiyHQSXqg,1,AGAINST
1349222320938897409,en,@AndrewMwenda Why are you wasting your time answering a negative and foreign force @WhiteheadComm . We don't need lectures from anyone just like we have not lectured anyone.  Otherwise i can write a book on what transpired at the capitol hill forexample. But have i?,1,FAVOR
1349222318246129664,en,@USSenScottBrown US Senators are accountable for incitement of insurrection at The Capitol by supporting Trump's most dangerous crimes that are still unfolding by his extremist supporters in days to come. #FelonyHomocide #Insurrection #Incitement #Sedition #RepublicanFascism #impeachment,1,FAVOR
1349222317835104256,en,@Citizen26475375 @ABC got it so it was the leftist (who weren't there) fault that maga stormed the capitol and tried to impede a fair and free democratic election? all makes sense now,1,FAVOR
1349222314563366912,en,"You are so full of B.S. Donald, you deliberately incited that crowd to take over the Capitol and overturn the votes of the Electoral College, I blame you and I hope you are indicted for sedition.",1,AGAINST
1349222313569509378,en,@DsJetskifast @GeraldoRivera @LizCheney @TheDemocrats The killing of innocent blacks is not the same as attack on our democracy and fellow Americans. The walked in and out of the Capitol with ease.who was shot in the back?,1,AGAINST
1349222312818708480,und,https://t.co/npHJjv6eSK,0,AGAINST
1349222311665299463,en,"@SweetFnLucifer BREAKING: CNN released the 3 names of the Congressmen (Paul Gosar, Andy Biggs, Mo Brooks) who were a part of the ""inside job"" of the attack on the US Capitol - i.e. Many text messages to Ali Alexander (organizer of the coup) that lead up to the attack.  YES, IT WAS AN INSIDE JOB!",2,FAVOR
1349222310805434373,en,"@CawthornforNC First answer to your call for violence on our nation's Capitol.\n\nSwitching the subject ain't working, so get off your ass and answer the tough questions about your seditionist rhetoric.\n\nBarely two weeks in and you've helped get 5 people killed.\n\n#AmericanTraitorToTheConstitution",1,AGAINST
1349222310499160064,en,@RepAndyBiggsAZ You sir voted correctly on the 6th.  You are a patriot so thank you!\nSee you after the arrests when Capitol hill will be a ghost town!\nImagine the Bill's you will pass when the swamp is gone!,1,AGAINST
1349222308909633537,en,"""Failing to punish attacks on the Constitution by the president amounts to another betrayal of the Constitution, because all members of Congress have sworn to defend it against all enemies."" https://t.co/8iQbOf8q59",1,AGAINST
1349222306007101442,en,Growing number of lawmakers test positive for COVID-19 after Capitol siege https://t.co/gggiNIlW9z,1,AGAINST
1349222305780535301,en,Rep Nearman must be held accountable and expelled and arrested \nhttps://t.co/iYSy1nEIiK,1,AGAINST
1349222304044044289,und,https://t.co/IaVhj9Lzm1,0,AGAINST
1349222303054188547,en,@RepSteveStivers Was his before or after you told Capitol police the metal detectors were unconstitutional?,3,FAVOR
1349222302660001793,en,The Pro-Trump insurrection at the Capitol is over. The threat posed by its leaders isn't. https://t.co/ui3lfdPrYq,1,FAVOR
1349222301582176260,en,@Boomersaurus @BBCWorld not half. not even 1/10th of ONE percent of voters in the last election showed up for that riot bs. If an actual president was in office now they never would have even hit the Capitol lawn. This was one whackos failed coup attempt not half of the US  idk anyone like this irl,1,FAVOR
1349222300135038978,en,Cohen: Capitol Riot Akin To ‘Shooting Somebody On 5th Avenue And Getting... https://t.co/DMAWBBFdJD via @YouTube,1,FAVOR
1349222296636911616,en,"Klete Keller, former Olympic swimmer, stormed Capitol with pro-Trump mob - The Washington Post https://t.co/6fgFInimzG",1,AGAINST
1349222291884941312,en,"In Washington DC, the Capitol Siege of 2021 was a planned attack on the U.S. Congress coordinated by President Donald J. Trump. with the objective of forcefully overturning the presidential election of 2020, won by former Vice-President Joseph R. Biden Jr.\n\n#CapitalSiege2021",0,AGAINST
1349222290458771456,en,Thus Thinning the police force at nations capitol leaving it vunerable and plan a take over.,3,FAVOR
1349222289645174784,en,It was planned at the Capitol and yes they had a leader. They know it let be real. Lock them up,4,FAVOR
1349222289531752453,en,I have this bad feeling you guys. i may have cracked the code.\n\nthey are projecting an attack on all 50 capitols but there wont be one.... the attack will be at the Nations capitol what there hoping is all miltary/police forces will be spread out to all 50 states,2,FAVOR
1349222288252686336,en,@BernieSanders Yeah right. Why don't just say it clearly? We want to impeach him so he will never be able again to run for President because he is going to win. Insurrection my ass..Who is really responsible for the protection level of the Capitol?Because the right-wing mob entered quite easily,1,FAVOR
1349222287220776960,en,@ChadPergram I am discouraged that the Capitol police let you slide by after having your hissy fit.  I hope they arrest you next time.  You're a petulant child.,3,AGAINST
1349222281269161986,en,????????: I named  DC????riots &amp; subsequent events as?Sculptural Revolution?as compare to????1967 Cultural Revolution.This caused by dispute on removal of Confederate statues by Democrats &amp; Congress Sculpture/bust taken by?? @Capitol Riot.Trump=Mao????\nhttps://t.co/yWf3ujHcSN,1,AGAINST
1349222281122295808,en,"Australia Twitter: Joint Chiefs of Staff call Capitol riot 'sedition and insurrection,' remind troops of oath\nWASHINGTON – The Pentagon’s senior military leadership on Tuesday branded the riot Jan. 6 at the Capitol “sedition and insurrection” and \nhttps://t.co/drQFOIAUo0",1,FAVOR
1349222279109103617,en,"#DonaldTrump must use the money from his StartTheSteal campaign to pay for the damages to DC. He must use it to pay for the damages to the Capitol, for the injuries and the deaths (esp. funeral expenses). America can't afford to pick up the tab for his terror #CapitolCoup",1,AGAINST
1349222278425436160,en,Capitol Studios Shutters Its Mastering Division https://t.co/LFurZ71jl7,1,AGAINST
1349222277263462401,en,@mtgreenee What the fuck? What the actual fuck? I legit thought this was a tweet from like at least December...surely not from a week AFTER trump led a domestic terrorist attack on our nation's capitol to assassinate the VP and likely the entire congress! SERIOUSLY? EXPULSION for you! NOW!,1,FAVOR
1349222277213282305,en,"@kylegriffin1 @AOC There were over 1.2 million Trump supporters in DC on Jan 6th &amp; there has been over 15 million more at Trump rallies-no problems &amp; the DOJ is Pursuing at Least 170 Suspects in Capitol Attack. There were 1,000's of Antifa &amp; BLM arrested, 59 cops murdered, $bill in damage, NO FBI!",1,AGAINST
1349222276483440641,en,Congresswoman witnessed insurrectionists doing a 'reconnaissance tour' before the attack on the Capitol https://t.co/tvFm8HgKVg,2,FAVOR
1349222275661393921,en,Capitol Studios Shutters Its Mastering Division https://t.co/q4uaHOmSOm,1,AGAINST
1349222272226226181,en,"@shoe0nhead If we all peacefully protested outside the Capitol on behalf of people like this, didnt even try to walk near the entrance, we'd be fucking gunned down in a heartbeat.",1,FAVOR
1349222271982989312,en,EndSARS and Capitol Hill invasion: Anatomy of double standard https://t.co/JQlYxCKDiM,1,FAVOR
1349222270217031680,en,"Oregon state Rep. Mike Nearman, who let rioters into Oregon Capitol, sanctioned, fined and pressured to resign - The Washington Post https://t.co/Q1NNjlKMy6",1,AGAINST
1349222269726449665,en,Cracking up at the fact that this Capitol thing is the thing thats making people all of the sudden look at Trump differently. Like nothing else up until this point made you think that this man ain’t right ?!?! ??,1,FAVOR
1349222266064826371,en,@RepDLesko the capitol was literally under siege less than a week ago,1,FAVOR
1349222263036383234,en,"@damola_gbenro @DoctorEmto @Policy @realDonaldTrump President Trump is the incumbent President. He did not direct anyone to invade the Capitol building.  Ten people, including ‘Viking boy’ and the three bearded guys are hardcore Antifa. The fact that every social media platform and MSM took over the biased narrative is sedition!",1,FAVOR
1349222260880658433,en,#CapitolRiot DJT loves them and thinks they’re very fine people. #ImpeachTrumpNow  https://t.co/D1OjOvSVNC,4,FAVOR
1349222260167610368,en,@ItsYojimbo @BRUH_DA_FOX @Phantom_Blvck @redeemed_misfit @Twitch I was talking about the dude in the pogchamp emote ?? he’s openly supported the us capitol raid. and people have been CHARGED with domestic terrorism in the raids.,1,FAVOR
1349222259735420929,en,@SuzanneWinland @File411 @RepMattGaetz @Jim_Jordan @RepMoBrooks @RepGosar @RepKenBuck @RepAndyBiggsAZ @RepJeffDuncan @RepLeeZeldin @ChristopWFisher It won’t surprise me if Matt “The Drunk” Gaetz didn’t give her a personal tour- somebody gave the Capitol terrorists maps,1,AGAINST
1349222259177758720,en,@RepDLesko No one going to read your nonsense women. You communist. You are the one of the reason people died at our own capitol. You should be ashamed and kick out of the house.,1,FAVOR
1349222258460348416,en,@CapitalismStan So you don't actually believe in the Constitution then?\n\nIt was written for a pluralist society with a wide variety of views. \n\nIf you want single party rule then I suggest you move to North Korea. \n\nPlaying nice with others means not storming the capitol.,1,AGAINST
1349222246737473537,en,"@soychicka @SenatorCollins ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349222244354977794,en,"McConnell believes impeachment push will help rid Trump from the GOP, but has not said if he will vote to convict\n\nhttps://t.co/P4kPS4dCqz",1,AGAINST
1349222243566579713,en,"@mtgreenee A reminder that a band of seditious terrorists, incensed and motivated by Trump, stormed the Capitol - killing police officers, looking to capture hostages, and looted and damaged property.\n\nGet out of American politics and go back to grifting on some abandoned Facebook fanpage.",1,AGAINST
1349222243461693440,en,@schensuz @4everNeverTrump @ByronYork @judgeluttig I don't want to blow your mind again but you're allowed to march to the Capitol and protest while a constitutionally required event is underway.,1,FAVOR
1349222239695155203,en,"@FBIWFO  https://t.co/DUmhkNRjYz @DOJNatSec.  Freedom Caucus chair Andy Biggs helped plan January 6 event, lead organizer says https://t.co/YKduEiSxe2 by @ryangrim, @aidachavez",2,FAVOR
1349222238092931073,en,@TomiLahren The people that started the violence were already at t he capitol building before Trump finished his speech.  They never even heard it!!!  And Antifa was not a mirage.  They were there before and seen collecting money!!,1,FAVOR
1349222233676406788,en,Melania Trump Claims She’s The Real Victim After Terrorists Storm U.S. Capitol https://t.co/7ec2Vv5ip3,1,AGAINST
1349222233374298112,en,"2/2 \n""More than 58 D.C. police officers and an unknown number of U.S. Capitol Police officers were injured in the hours-long riot and assault on Wednesday...""\n\nWe should be getting a full casualty report. How many of these officers have been hospitalized?",3,AGAINST
1349222232522772489,en,"1/2 Why is this not a bigger story?\n\nBeaten, sprayed with mace and hit with stun guns: police describe injuries to dozens of officers during assault on U.S. Capitol https://t.co/CE0fSsJpHl",3,FAVOR
1349222231767998465,en,"@rockinbarmac @glennbeck I understand your concern, but this is The worst way to do it. Trump supporters are already under fire because some idiots decided to storm the capitol and now Trump has to pay for something he didn’t do.",1,AGAINST
1349222223505203205,en,"@iceinmyveins023 @KEEMSTAR Yep, both sides are going insane. There’s no defending the BLM riots but there’s also no defending the capitol riots either.",1,FAVOR
1349222222972465157,en,"Want to tame those who breached our Capitol?  Easy-peasy: all sentenced must pay a $10,000 fine up front.— (bail denied) the rest to follow- years/ months as appropriate,\nLoss of voting privilege, etc.",1,AGAINST
1349222222783787008,en,@Isabel16s @brat2381 @DebraDbaker7859 @GeraldoRivera @LizCheney That Trump was not culpable for what happened because he never actually said to storm the Capitol.,1,FAVOR
1349222222100131840,en,The statement that came out about what Trump allegedly said to Pence before he went to the Capitol is wild. \n\nThese people were letting this man talk cash shit to them and about them for 4 years and they did absolutely nothing.,1,FAVOR
1349222221168971776,en,"@mtgreenee I feel so sorry for you Love because he’s literally not going to be the president anymore , lives have been lost, the capitol was attacked, people were selfishly spreading Covid, &amp; Republicans resigning all for trump to remain in office and still no change ???????",1,FAVOR
1349222220795682821,en,"@5858Jack This is a misleading narrative. These are deaths as a whole and not just killings. In fact over half were from covid 19 and also include heart attacks, car crashes etc.\n\nWe have to be careful of the things we tweet as facts. This is what caused the Capitol insurrection.",1,FAVOR
1349222217221955586,ja,??????????????????????????????????????\nhttps://t.co/0X6fEzOFOV,0,AGAINST
1349222215783510016,en,Trump was 'pleased' by Capitol siege — until aides warned he has 'legal exposure': NYT reporter #SmartNews  https://t.co/Ce13IbW2UJ,1,AGAINST
1349222215313711104,en,"@ighaworth ""I know that everyone here will soon be marching over to the Capitol building to peacefully and patriotically make your voices heard."" - President Donald Trump, January 6, 2021\nhttps://t.co/D4Leu57x7h",0,FAVOR
1349222212595830786,en,"@greenhousemd @SenatorTimScott The man is almost, but not quite, as heinous as Graham. I live in the state they represent, I never voted for them. And you don't see me running around the Capitol killing people. Own it and prove you have a brain, Scott.",1,AGAINST
1349222212343980033,en,US Department of Justice and the FBI's briefing on the pro-Trump rioters that stormed US capitol.\nhttps://t.co/Mkdr5yCuh1,1,AGAINST
1349222211903778816,en,"@mtgreenee You are batshit crazy.  The Democrats did not storm the Capitol and kill a police officer. I honestly cannot believe than an elected representative is attempting to provide a justification for political violence.  You belong in jail, not in the Capitol.",3,AGAINST
1349222210246856705,en,@RepDLesko You  lied about the election was stolen! Trump supporters believed you and the likes of you and attacked the Capitol and people died and you’re whining about being searched when entering ? You and most of AZ Reps have blood on your hands! You spewed the lie! Your Disgusting!,1,AGAINST
1349222207159816193,en,"Amazon to eliminate conspiracy theory group 'QAnon' related products, following the attack on the Capitol\nhttps://t.co/ygVUYtKfxR",2,AGAINST
1349222205448736768,und,https://t.co/P7gLmweclg,0,AGAINST
1349222204416917504,en,@LindseyGrahamSC @VP Last week after the capitol riot you said enough is enough today you flew to Texas with Trump.  Which one is it?   Lindsey Flip Flop Graham?  Are you scared of daddy?,1,AGAINST
1349223633592459266,und,@RelifordLeesha https://t.co/nHMvIit7jH,4,AGAINST
1349223633298874371,en,It’s funny how we’re mad at the prime minister for taking a bike ride but America’s are mad because the president tried to take over the capitol ??,4,FAVOR
1349223631495172098,en,Joint Chiefs Remind U.S. Forces That They Defend The Constitution : Insurrection At The Capitol: Live Updates : NPR https://t.co/c9qAVDvcV8,1,AGAINST
1349223628940976130,en,"""Antifa Clearly Led the Attack.  That Was Utterly Obvious."" - Award Winning Journalist Michael Yon On the Capitol Protest via @gatewaypundit https://t.co/YnwUvSICAC",2,FAVOR
1349223627036659715,en,@davidfrum They should be removed and never step on our Capitol floor ever again  ????  ??  ?? ?? @tedcruz \n@HawleyMO \n@marcorubio \n@RepBoebert \n@CawthornforNC \n@RepMattGaetz \n@GOPLeader \n@Jim_Jordan\n@RudyGiuliani\n@RepAndyBiggsAZ \n#ImpeachRemoveIndictIncarcerate \n#ExpelTheSeditionists,1,AGAINST
1349223626478919680,en,Joint Chiefs Remind U.S. Forces That They Defend The Constitution : Insurrection At The Capitol: Live Updates : NPR https://t.co/oGbyzBzgVe,1,AGAINST
1349223624574693381,en,"@GypsyDraven @toma34b Yes, there have already been warnings against going to any of these.\n\nOf course, we all know that the Antifa will be dressed as MAGA and cause a ruckus, so we'll be blamed again, just like with the Capitol.",1,FAVOR
1349223623538651137,en,"@FBI hey maybe while ur out nabbing the nuckleheads who stormed the Capitol, u could spend a few minutes trying to nab the guys who have been trying to destroy another federal building...namely the federal courthouse in Portland...for a year or so. can u guys do 2 things at once?",1,FAVOR
1349223620862623746,en,@MEPFuller The Capitol Pilice should never allow this to happen!!  Why is this allowed???,1,AGAINST
1349223620040540160,en,@mtgreenee You just had your deplorables storm the capitol...,1,FAVOR
1349223619214401539,es,@darkpharaoh83 Capitol,1,AGAINST
1349223618555891714,en,"@voiceofacanuck @brat2381 @DebraDbaker7859 @GeraldoRivera @LizCheney ????no not at all.\nSomeone said that trump did not ""unleash"" those people. \n\nI was just saying that although they did not have a leash on, they still followed Trump's directions to go to the Capitol like the good dogs that they are. Trump told them to go to the Capitol and fight.",1,FAVOR
1349223617696067585,en,"@mkraminer @ericlo @sarahkendzior @Mikel_Jollett @TimothyDSnyder BREAKING: CNN released the 3 names of the Congressmen (Paul Gosar, Andy Biggs, Mo Brooks) who were a part of the ""inside job"" of the attack on the US Capitol - i.e. Many text messages to Ali Alexander (organizer of the coup) that lead up to the attack.  YES, IT WAS AN INSIDE JOB!",2,FAVOR
1349223612683702272,en,"They should of let @DojaCat stay in those chat rooms, she could of warned us about the capitol.",1,FAVOR
1349223611442356224,en,@prettyistic @orbitcassie Okay. I'll shut up about a black person who supported the president responsible for the Capitol Coup!,4,AGAINST
1349223601946419201,en,"@DoktorZoom @TomiLahren With all due respect, I am pointing out folks who DIDN'T storm the Capitol. The folks that you are talking about were separate, and their anger was inflamed by non-Trump agitators. https://t.co/wneCLcjTgJ This where the breach occurred. This is what angered the group. Watch it.",1,FAVOR
1349223599111069696,en,"“She just isn’t in a place mentally or emotionally anymore where she wants to get involved.” When asked to offer a message of calm to the mob, she declined.  https://t.co/ahNcZBe9Wr",1,FAVOR
1349223597143834624,en,Comparing the terrorist attack on capitol Hill to Black Lives Matter protsets IS racism,2,AGAINST
1349223595776552960,en,"@RepFredUpton FBI knew 1 day BEFORE Trump made speech last Wed. that an attack was likely? Remarkable that people were incited before Trump spoke, eh? So if FBI knew, where were they? Or did ""someone"" tell them NOT to be there? Did ""someone"" WANT or NEED this to occur?\n\nhttps://t.co/CjlmLsAgtT",1,FAVOR
1349223595415924737,und,https://t.co/RHgpB6CDUZ,0,AGAINST
1349223595214401536,en,@nytimes is this guy understand that Trump tried to murder him and his wife by blocking national guard reinforcement? Capitol siege was practically a 'HITJOB',1,AGAINST
1349223595122323458,en,"@JackPosobiec @OANN Exactly.  I stayed for all of Trump's speech.  Then walked fast (I'm fast) to speakers event / South Capitol.  Got to the Capitol, barriers down, Antifa actors already breaching the Capitol.  Antifa actors manipulating the Trump people arriving who some ran to defend the Capitol.",1,AGAINST
1349223592735735814,en,@Lxnarwyd I went to our state capitol today and the FBI and SLED teams were out guarding the capitol with my father and his crew they have a lot of troops and are prepared ??,1,AGAINST
1349223590428860417,en,"@brattymcphee @RubinReport We agree that using labels to smear people is wrong. But some - not all, but some - were just straight up nazis. We shouldn't be afraid to call them that. \n\nhttps://t.co/6uCUqR0kTj",1,FAVOR
1349223584909021185,en,"@AusGryphon The war is online - demoralize the opponent with intellect &amp; bravery. Whereas screaming ""We love you!"" &amp; storming the capitol - cowardice.\n\nAlso the main threat is social security &amp; medicare - your own grandparents. Beg them to release you from their death grip. Then you're free.",1,FAVOR
1349223584238084099,en,"@RepMTG By injury, do you mean the 5 people that died at the Capitol or...",4,FAVOR
1349223581130088452,en,@AOC Quit promoting lies like Trump is to blame for a bunch of GROWN ADULTS breaking into the Capitol.,1,AGAINST
1349223579712434176,en,With they super spreading of the corona last week  up at Capitol,1,AGAINST
1349223577913073670,en,"One #Capitol officer suffered a heart attack after he was Tasered 6 times.\nAnother lost the tip of his right index finger when it was crushed.\nAnother was beaten with a wrench.\nOthers were pushed down stairs, trampled, punched and hit with bear spray. https://t.co/y03UVMfHEW",3,FAVOR
1349223574045913088,en,@Ina_Sbach @DailyCaller BLM and The Capitol are on the same level of terrible movements. Both accomplished nothing and caused destruction. Stop regurgitating the same rhetoric while you try to feebly label me. You can take both the far left and the far right and fire them into the sun. ?????,1,FAVOR
1349223573852876801,en,Report warned days before of ‘war’ risk at Capitol https://t.co/k3tzJmaBUn qua @FacebookWatch,1,FAVOR
1349223573798363136,en,"@TBphdrdr @DC_Draino It’s just lies. He never said all Trump supporters are terrorists.\n\nHe said the people who stormed the Capitol, killed people, and set up a noose were terrorists. I agree.\n\nhttps://t.co/NBSch3pHKM",1,AGAINST
1349223572938625024,en,@parlertakes These people really thought they could take a vacation day to storm the capitol and then go back to their 9-5 ??,1,FAVOR
1349223569545375747,en,@CleverTitleTK Oh I'm just a bill\nYes I'm only a bill\n&amp; I tripped fleeing Capitol Hill\nI'd been stuck in committee\nWhen these fascists attacked me\nWhile several Congressmen sought\nTo put a flabby Cheeto above the law\nI hope this predicted insurrection fails\nOr to the gallows post I'll be nailed,1,AGAINST
1349223569138491399,en,"@Wolfe321 Once, to erect a bamboo fence, but is it normal to take them with you when you breach the Capitol?",1,FAVOR
1349223566424752138,en,@Newsweek @DevinNunes but how many presidents have encouraged a fucking storming of the US Capitol. #YouSuck,1,FAVOR
1349223561299255301,en,@Jubair22 To a video a brother posted asking why a black dude was @ the capitol Wednesday lol. So I said “h..se ne..o” lol,1,AGAINST
1349223557914628096,en,@AdamWeinstein The people who are skirting Capitol security are still in the act of committing a coup.  We know they are taking weapons in...are those same weapons coming out with them?,4,FAVOR
1349223557767725059,en,"@chrislhayes @flyn4fun2 So now, the “pro police” “pro life” crowd doesn’t mind beating up police and hitting them with pipes and killing them, the”anti rioting/looting” “ patriot” crowd rioted against their own Capitol fueled by lies, looting, destroying property. And looking to hang people. HYPOCRITES",3,AGAINST
1349223557142876160,en,"@NYTMetro @LisaMarieBoothe Here's ANOTHER so-called Trump supporter who breached the Capitol Building BUT HE'S A REGISTERED DEMOCRAT!\nRumors are; there were many anti-Trump activists at the Capitol trying to ginn-up Trump supporters to enter the Capitol &amp; commit crimes. A few hundred did but, most did NOT!",1,FAVOR
1349223555179941888,en,"Tensions flare between House Republicans, Capitol Police over metal detectors https://t.co/zlOcXhH3N0",3,AGAINST
1349223551040106497,en,"@ProjectLincoln If he were a good American and had dignity, he should resign because he delayed the elections without proof, I questioned the Supreme Court, he excited thousands of fans and fed him to violence by smashing the house of Democracy. Our Capitol",1,AGAINST
